,summary,config,id
1273,"{'min_grad_norm': 3.286137160638729e-09, '_wandb': {'runtime': 78151}, 'neg_sim': 0.003109209257347426, '_runtime': 78152, '_timestamp': 1666390744, 'reward_ratio': 0.06820341017050853, 'max_grad_norm': 1.2502999932462284, 'loss': 0.738034227030064, 'act_f1': 0.3903365630877965, 'pos_sim': 0.7968812164898488, 'pos_neg_diff': 0.7937720078762954, 'best_metric_val': 0.3903365630877965, '_step': 234370, 'epoch': 10, 'reward_f1': 0.5444444444444445, 'mean_grad_norm': 0.10327765640366043}","{'env': {'game': 'Assault', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'atc', 'in_dim': 'None', 'hid_dim': 256, 'out_dim': 256}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 7, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:2', 'entity': 'draftrec', 'trainer': {'type': 'atc', 'k_step': 3, 't_step': 13, 'aug_types': ['random_shift', 'intensity'], 'log_every': 1000, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0001, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-07}, 'scheduler': {'gamma': 1, 'max_lr': 0.0001, 'min_lr': 0.0001, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'num_epochs': 10, 'save_every': 5, 'action_size': 7, 'base_metric': 'act_f1', 'temperature': 0.1, 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'atc', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Assault', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 13, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:2', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",1f02ikho
1274,"{'_step': 234370, '_wandb': {'runtime': 77529}, 'neg_sim': 0.005457313371340171, 'pos_neg_diff': 0.8814840286081722, 'reward_ratio': 0.051452572628631434, 'loss': 0.5983402302594689, 'act_f1': 0.3283310102297876, 'min_grad_norm': 7.144545613811313e-10, 'best_metric_val': 0.34339852158184725, 'epoch': 10, 'max_grad_norm': 0.5475122938715022, 'mean_grad_norm': 0.04283704822706336, 'pos_sim': 0.886941340557605, '_runtime': 77530, 'reward_f1': 0.3761006289308176, '_timestamp': 1666390122}","{'env': {'game': 'Amidar', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'atc', 'in_dim': 'None', 'hid_dim': 256, 'out_dim': 256}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 10, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:1', 'entity': 'draftrec', 'trainer': {'type': 'atc', 'k_step': 3, 't_step': 13, 'aug_types': ['random_shift', 'intensity'], 'log_every': 1000, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0001, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-07}, 'scheduler': {'gamma': 1, 'max_lr': 0.0001, 'min_lr': 0.0001, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'num_epochs': 10, 'save_every': 5, 'action_size': 10, 'base_metric': 'act_f1', 'temperature': 0.1, 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'atc', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Amidar', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 13, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:1', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",7xs0ojru
1275,"{'_runtime': 77991, 'min_grad_norm': 2.397400500944175e-09, 'pos_neg_diff': 0.8172047700339217, 'reward_ratio': 0.060053002650132505, '_step': 234370, '_wandb': {'runtime': 77990}, '_timestamp': 1666390582, 'max_grad_norm': 0.9682698794173678, 'loss': 0.5762707870504075, 'epoch': 10, 'act_f1': 0.3898117286640429, 'neg_sim': 0.002142892804140052, 'pos_sim': 0.8193476621697589, 'reward_f1': 0.30085470085470084, 'mean_grad_norm': 0.08327339111062569, 'best_metric_val': 0.39174309380622063}","{'env': {'game': 'Asterix', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'atc', 'in_dim': 'None', 'hid_dim': 256, 'out_dim': 256}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 9, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:3', 'entity': 'draftrec', 'trainer': {'type': 'atc', 'k_step': 3, 't_step': 13, 'aug_types': ['random_shift', 'intensity'], 'log_every': 1000, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0001, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-07}, 'scheduler': {'gamma': 1, 'max_lr': 0.0001, 'min_lr': 0.0001, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'num_epochs': 10, 'save_every': 5, 'action_size': 9, 'base_metric': 'act_f1', 'temperature': 0.1, 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'atc', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Asterix', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 13, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:3', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",pygbkl8r
1276,"{'best_metric_val': 0.2665220022072141, 'reward_f1': 0.4141850420550125, 'max_grad_norm': 0.8159220910815366, '_runtime': 77887, 'pos_neg_diff': 0.8586354657886474, 'mean_grad_norm': 0.06849201294141734, 'neg_sim': 0.0033950910559413876, '_timestamp': 1666390478, 'epoch': 10, '_wandb': {'runtime': 77887}, 'act_f1': 0.2613851457311382, 'pos_sim': 0.8620305560468658, 'reward_ratio': 0.13395669783489175, 'min_grad_norm': 1.0700807224659336e-09, 'loss': 0.4541281372066436, '_step': 234370}","{'env': {'game': 'Alien', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'atc', 'in_dim': 'None', 'hid_dim': 256, 'out_dim': 256}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 18, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:0', 'entity': 'draftrec', 'trainer': {'type': 'atc', 'k_step': 3, 't_step': 13, 'aug_types': ['random_shift', 'intensity'], 'log_every': 1000, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0001, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-07}, 'scheduler': {'gamma': 1, 'max_lr': 0.0001, 'min_lr': 0.0001, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'num_epochs': 10, 'save_every': 5, 'action_size': 18, 'base_metric': 'act_f1', 'temperature': 0.1, 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'atc', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Alien', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 13, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:0', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",3ovh8hkx
1277,"{'act_acc': 0, 'neg_sim': 0.01708527280618424, 'pos_sim': 0.5822786021684889, 'obs_loss': 2.0040209920102665, '_runtime': 51998, 'idm_loss': 2.2935888728475184, 'rew_loss': 0, 'pos_neg_diff': 0.5651933302078144, 'reward_ratio': 0.06140307015350768, 'loss': 2.0040209920102665, 'act_f1': 0.395786357697086, 'idm_acc': 0.08762299048343325, 'max_grad_norm': 0.2336638489066747, 'best_metric_val': 0.403988445209534, 'act_loss': 0, 'reward_f1': 0.35377102550189904, '_timestamp': 1666362702, 'min_grad_norm': 0, 'mean_grad_norm': 0.02411062960944525, '_step': 234370, 'epoch': 10, '_wandb': {'runtime': 51998}}","{'env': {'game': 'Asterix', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'trajformer', 'in_dim': 'None', 't_step': 11, 'proj_dim': 256, 'obs_shape': [4, 1, 84, 84], 'action_size': 9, 'dec_num_layers': 2}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 9, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:3', 'entity': 'draftrec', 'trainer': {'type': 'trajformer', 't_step': 11, 'act_lmbda': 1, 'aug_types': ['random_shift', 'intensity'], 'idm_lmbda': 0, 'log_every': 1000, 'mask_type': 'none', 'obs_lmbda': 1, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0003, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-05}, 'rew_lmbda': 1, 'scheduler': {'gamma': 1, 'max_lr': 0.0003, 'min_lr': 0.0003, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'mask_ratio': 0.5, 'num_epochs': 10, 'patch_size': [12, 12], 'save_every': 5, 'action_size': 9, 'base_metric': 'act_f1', 'temperature': 0.1, 'dataset_type': 'video', 'mask_strategy': 'agnostic', 'obs_loss_type': 'contrastive', 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'trajformer_vid_cont', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Asterix', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 11, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:3', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",3evfr7pl
1278,"{'_step': 234370, 'neg_sim': 0.0142978806513031, 'pos_sim': 0.7190705954543943, 'obs_loss': 1.3726866820317296, 'min_grad_norm': 0, '_wandb': {'runtime': 52039}, 'act_acc': 0, 'reward_f1': 0.5246085011185683, 'reward_ratio': 0.05055252762638132, 'max_grad_norm': 0.1954464572595387, 'mean_grad_norm': 0.01898184896959118, 'epoch': 10, 'idm_acc': 0.1030509945378717, '_runtime': 52039, 'idm_loss': 2.3102004288980953, 'rew_loss': 0, 'pos_neg_diff': 0.704772715646077, 'loss': 1.3726866820317296, 'act_f1': 0.38312057805007976, 'act_loss': 0, '_timestamp': 1666362743, 'best_metric_val': 0.38312057805007976}","{'env': {'game': 'Amidar', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'trajformer', 'in_dim': 'None', 't_step': 11, 'proj_dim': 256, 'obs_shape': [4, 1, 84, 84], 'action_size': 10, 'dec_num_layers': 2}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 10, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:1', 'entity': 'draftrec', 'trainer': {'type': 'trajformer', 't_step': 11, 'act_lmbda': 1, 'aug_types': ['random_shift', 'intensity'], 'idm_lmbda': 0, 'log_every': 1000, 'mask_type': 'none', 'obs_lmbda': 1, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0003, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-05}, 'rew_lmbda': 1, 'scheduler': {'gamma': 1, 'max_lr': 0.0003, 'min_lr': 0.0003, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'mask_ratio': 0.5, 'num_epochs': 10, 'patch_size': [12, 12], 'save_every': 5, 'action_size': 10, 'base_metric': 'act_f1', 'temperature': 0.1, 'dataset_type': 'video', 'mask_strategy': 'agnostic', 'obs_loss_type': 'contrastive', 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'trajformer_vid_cont', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Amidar', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 11, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:1', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",irx0j53b
1279,"{'idm_loss': 2.9319557736559614, 'reward_ratio': 0.13575678783939196, 'reward_f1': 0.48365447066464606, '_timestamp': 1666361763, 'max_grad_norm': 0.20728195202221392, 'min_grad_norm': 0, 'best_metric_val': 0.29924822408378177, 'idm_acc': 0.052832982631597095, 'neg_sim': 0.009979268817860777, '_wandb': {'runtime': 51063}, 'act_f1': 0.29924822408378177, 'pos_sim': 0.5041060586608845, '_runtime': 51063, 'act_loss': 0, 'obs_loss': 2.269734581634604, 'loss': 2.269734581634604, '_step': 234370, 'mean_grad_norm': 0.02452261005414695, 'rew_loss': 0, 'pos_neg_diff': 0.4941267892112577, 'epoch': 10, 'act_acc': 0}","{'env': {'game': 'Alien', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'trajformer', 'in_dim': 'None', 't_step': 11, 'proj_dim': 256, 'obs_shape': [4, 1, 84, 84], 'action_size': 18, 'dec_num_layers': 2}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 18, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:0', 'entity': 'draftrec', 'trainer': {'type': 'trajformer', 't_step': 11, 'act_lmbda': 1, 'aug_types': ['random_shift', 'intensity'], 'idm_lmbda': 0, 'log_every': 1000, 'mask_type': 'none', 'obs_lmbda': 1, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0003, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-05}, 'rew_lmbda': 1, 'scheduler': {'gamma': 1, 'max_lr': 0.0003, 'min_lr': 0.0003, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'mask_ratio': 0.5, 'num_epochs': 10, 'patch_size': [12, 12], 'save_every': 5, 'action_size': 18, 'base_metric': 'act_f1', 'temperature': 0.1, 'dataset_type': 'video', 'mask_strategy': 'agnostic', 'obs_loss_type': 'contrastive', 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'trajformer_vid_cont', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Alien', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 11, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:0', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",3aelhdv4
1280,"{'reward_f1': 0.751752120988565, 'reward_ratio': 0.06935346767338367, 'mean_grad_norm': 0.025651661093601688, 'best_metric_val': 0.420452230183408, 'max_grad_norm': 0.22465502151709585, 'min_grad_norm': 0, 'act_f1': 0.40876521851515873, 'act_acc': 0, 'idm_acc': 0.1586743366064095, 'neg_sim': 0.007750458355051614, 'pos_sim': 0.6112747609130735, 'act_loss': 0, 'idm_loss': 1.941391770432635, 'loss': 1.5590530352863838, '_step': 234370, 'epoch': 10, '_wandb': {'runtime': 51351}, '_runtime': 51351, 'obs_loss': 1.5590530352863838, 'rew_loss': 0, '_timestamp': 1666362050, 'pos_neg_diff': 0.6035243030486068}","{'env': {'game': 'Assault', 'type': 'atari', 'frame': 4, 'horizon': 27000, 'grayscale': True, 'frame_skip': 4}, 'seed': 0, 'debug': False, 'model': {'head': {'type': 'trajformer', 'in_dim': 'None', 't_step': 11, 'proj_dim': 256, 'obs_shape': [4, 1, 84, 84], 'action_size': 7, 'dec_num_layers': 2}, 'policy': {'type': 'identity', 'in_dim': 'None'}, 'backbone': {'type': 'impala', 'strides': '(3, 2, 2)', 'channels': '(16, 32, 32)', 'init_type': 'None', 'norm_type': 'bn', 'obs_shape': [4, 1, 84, 84], 'action_size': 7, 'scale_ratio': 2, 'expansion_ratio': 2, 'blocks_per_group': 3}}, 'device': 'cuda:2', 'entity': 'draftrec', 'trainer': {'type': 'trajformer', 't_step': 11, 'act_lmbda': 1, 'aug_types': ['random_shift', 'intensity'], 'idm_lmbda': 0, 'log_every': 1000, 'mask_type': 'none', 'obs_lmbda': 1, 'obs_shape': [4, 1, 84, 84], 'optimizer': {'lr': 0.0003, 'eps': 0.00015, 'type': 'adamw', 'betas': [0.9, 0.999], 'weight_decay': 1e-05}, 'rew_lmbda': 1, 'scheduler': {'gamma': 1, 'max_lr': 0.0003, 'min_lr': 0.0003, 'cycle_mult': 1, 'warmup_ratio': 0.2}, 'batch_size': 64, 'eval_every': 1, 'mask_ratio': 0.5, 'num_epochs': 10, 'patch_size': [12, 12], 'save_every': 5, 'action_size': 7, 'base_metric': 'act_f1', 'temperature': 0.1, 'dataset_type': 'video', 'mask_strategy': 'agnostic', 'obs_loss_type': 'contrastive', 'tau_scheduler': {'step_size': 'None', 'final_value': 0.999, 'initial_value': 0.99}, 'clip_grad_norm': 0.5}, 'exp_name': 'trajformer_vid_cont', 'pretrain': {'env': 'None', 'name': '', 'seed': '', 'artifact_name': '', 'use_pretrained': False}, 'dataloader': {'act': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'rew': {'runs': [2], 'frame': 4, 't_step': 1, 'max_size': 100000, 'batch_size': 64, 'checkpoints': [50]}, 'game': 'Assault', 'type': 'replay', 'train': {'runs': [1], 'frame': 4, 't_step': 11, 'max_size': 500000, 'batch_size': 64, 'checkpoints': [3, 4, 5]}, 'device': 'cuda:2', 'shuffle': True, 'data_path': '/data/private/video_rl/data/atari', 'data_type': 'atari', 'pin_memory': False, 'num_workers': 0, 'tmp_data_path': '/data/private/video_rl/data/atari', 'dataset_on_gpu': True, 'dataset_on_disk': False, 'prefetch_factor': 2, 'minimal_action_set': True, 'shuffle_checkpoints': False}, 'group_name': 'baseline_10', 'project_name': 'atari_pretrain'}",2mpkmvjm
1281,{},{},3mff5voa
1282,{},{},1d6a5fdi
1283,{},{},3oeflkwx
1284,{},{},g7brabgk
1285,{},{},3euqgs3f
1286,{},{},1oyem9jr
1287,{},{},21jbf3es
1288,{},{},fb9dvclt
